Article_No,Category,Product_Name,Material,Specifications,Application,Source_Page
7122-2000,Containers,"Laboratory beakers/Griffin beakers, PP                                            Graduated beakers, stackable",PP,2000          100           200            140       188 Code N3,,229
7122-3000,Containers,"Laboratory beakers/Griffin beakers, PP                                            Graduated beakers, stackable",PP,3000          250           500            170       212 Code N3,,229
7122-5000,Containers,"Laboratory beakers/Griffin beakers, PP                                            Graduated beakers, stackable",PP,5000          500           500            203       247 Code N3,,229
7506-0100,Containers,"Graduated cylinders, tall form                                       Graduated cylinders, tall form, made of SAN",,100           1             34            65           260 Code N3,,230
7506-0500,Containers,"Graduated cylinders, tall form                                       Graduated cylinders, tall form, made of SAN",,500           5             61            95           350 Code N3,,230
7506-1000,Containers,"Graduated cylinders, tall form                                       Graduated cylinders, tall form, made of SAN",,1000          10            76            125          415 Code N3,,230
7503-0050,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,50            1             27            55           200 Code N3,,231
7502-0050,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,50            1             27            55           200 Code N3,,231
7503-0100,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,100           1             33            65           250 Code N3,,231
7502-0100,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,100           1             33            65           250 Code N3,,231
7503-0250,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,250           2             44            75           315 Code N3,,231
7502-0250,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,250           2             44            75           315 Code N3,,231
7503-0500,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,500           5             58            95           360 Code N3,,231
7502-0500,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,500           5             58            95           360 Code N3,,231
7503-1000,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,1000          10            69            125          440 Code N3,,231
7502-1000,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,1000          10            69            125          440 Code N3,,231
7503-2000,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,2000          20            97            160          482 Code N3,,231
7502-2000,Containers,Graduated cylinders made of PP                                                      Graduated cylinders made of PP,PP,2000          20            97            160          482 Code N3,,231
7210-0500,Containers,Measuring jugs industrial,PP,500                   90                   135         10 Code N3,Acids/alkalis,232
7210-1000,Containers,Measuring jugs industrial,PP,1000                  117                  165         10 Code N3,Acids/alkalis,232
7210-2000,Containers,Measuring jugs industrial,PP,2000                  151                  206         20 Code N3,Acids/alkalis,232
7210-3000,Containers,Measuring jugs industrial,PP,3000                  175                  238         50 Code N3,Acids/alkalis,232
7210-5000,Containers,Measuring jugs industrial,PP,5000                  203                  257         100 Code N3,Acids/alkalis,232
7109-0050,Containers,Universal graduated beakers,PP,of Chemical Resistance“!       50                     31               45            5 Code N3,,233
7109-0100,Containers,Universal graduated beakers,PP,100                    38               55            10 Code N3,,233
7109-0250,Containers,Universal graduated beakers,PP,250                    48               75            10 Code N3,,233
7109-0400,Containers,Universal graduated beakers,PP,400                    51               83            20 Code N3,,233
7109-1000,Containers,Universal graduated beakers,PP,Bulk price                 1000                   72               113           50 Code N3,,233
9695-1005,Containers,Titrating burette automatic,"PE, PP",5                0.05          ± 0.03         61            0.5 Code N4,,234
9695-1010,Containers,Titrating burette automatic,"PE, PP",10               0.05          ± 0.045        56            0.5 Code N4,,234
9695-1015,Containers,Titrating burette automatic,"PE, PP",15               0.1           ± 0.045        52            0.5 Code N4,,234
9695-1025,Containers,Titrating burette automatic,"PE, PP",25               0.1           ± 0.075        65            1 Code N4,,234
9695-1050,Containers,Titrating burette automatic,"PE, PP",50               0.1           ± 0.075        92            1 Code N4,,234
9695-3015,Containers,Splinter-proof titrating burette,"PE, PP",15               0.1               ± 0.045        52          0.5 Code N4,,235
9695-3025,Containers,Splinter-proof titrating burette,"PE, PP",25               0.1               ± 0.075        65          1 Code N4,,235
9695-3050,Containers,Splinter-proof titrating burette,"PE, PP",50               0.1               ± 0.075        92          1 Code N4,,235
9622-0001,Containers,Pipette stand,PP,"Funnel holder with reducing insert, for funnels Ø 40-180 mm Code N4",,236
7118-2001,Containers,Pipette stand,PP,Sedimentation funnel holder for Imhoff funnels from Ø 90 mm Code N4,,236
7556-0025,Containers,Single-use pipettes PS                                                    Disposable pipettes LDPE,LDPE,25 Code N3,,237
7555-0001,Containers,Single-use pipettes PS                                                    Disposable pipettes LDPE,LDPE,1.8           98           100 Code N4,,237
7556-0050,Containers,Single-use pipettes PS                                                    Disposable pipettes LDPE,LDPE,50 Code N3,,237
7555-0002,Containers,Single-use pipettes PS                                                    Disposable pipettes LDPE,LDPE,1.7           145          100 Code N4,,237
7556-0100,Containers,Single-use pipettes PS                                                    Disposable pipettes LDPE,LDPE,100 Code N3,,237
7555-0003,Containers,Single-use pipettes PS                                                    Disposable pipettes LDPE,LDPE,2.4           155          100 Code N4,,237
7554-0006,Containers,Safety pipetting-ball                                          Pipette rinsing system,PE,green Code N3,,238
9650-0651,Containers,Safety pipetting-ball                                          Pipette rinsing system,PE,10                  155                   165               240                 550 Code N3,,238
9650-0652,Containers,Safety pipetting-ball                                          Pipette rinsing system,PE,12.5                155                   165               240                 660 Code N3,,238
9764-0610,Containers,Standard bungs silicone                                                                 Bungs PE,PE,5                       9                      20 Code N3,,239
9760-0716,Containers,Standard bungs silicone                                                                 Bungs PE,PE,7/16          5.9              7.5 Code N3,,239
9764-0913,Containers,Standard bungs silicone                                                                 Bungs PE,PE,8                       12                     20 Code N3,,239
9760-1019,Containers,Standard bungs silicone                                                                 Bungs PE,PE,10/19         8.2              10 Code N3,,239
9764-1115,Containers,Standard bungs silicone                                                                 Bungs PE,PE,10.5                    14.5                   20 Code N3,,239
9760-1221,Containers,Standard bungs silicone                                                                 Bungs PE,PE,12/21         10.4             12.5 Code N3,,239
9764-1418,Containers,Standard bungs silicone                                                                 Bungs PE,PE,14                      18                     20 Code N3,,239
9760-1423,Containers,Standard bungs silicone                                                                 Bungs PE,PE,14/23         12.1             14.5 Code N3,,239
9764-1621,Containers,Standard bungs silicone                                                                 Bungs PE,PE,17                      22                     25 Code N3,,239
9760-1926,Containers,Standard bungs silicone                                                                 Bungs PE,PE,19/26         16.4             19 Code N3,,239
9764-1924,Containers,Standard bungs silicone                                                                 Bungs PE,PE,18                      24                     30 Code N3,,239
9760-2429,Containers,Standard bungs silicone                                                                 Bungs PE,PE,24/29         21.1             24 Code N3,,239
9764-2227,Containers,Standard bungs silicone                                                                 Bungs PE,PE,21                      27                     30 Code N3,,239
9760-2932,Containers,Standard bungs silicone                                                                 Bungs PE,PE,29/32         25.8             29 Code N3,,239
9764-2531,Containers,Standard bungs silicone                                                                 Bungs PE,PE,26                      32                     30 Code N3,,239
9760-3435,Containers,Standard bungs silicone                                                                 Bungs PE,PE,34/35         31               34.5 Code N3,,239
9764-2834,Containers,Standard bungs silicone                                                                 Bungs PE,PE,29                      35                     30 Code N3,,239
9760-4045,Containers,Standard bungs silicone                                                                 Bungs PE,PE,45/40         41               45 Code N3,,239
9640-0421,Containers,"Draining rack, wallmount | practical, hygienic, attractive shape","PP, PVC","Rods for draining rack length 60 mm, dia. 6 mm Code N4",,240
9640-0410,Containers,"Draining rack, wallmount | practical, hygienic, attractive shape","PP, PVC","Rods for draining rack length 100 mm, dia. 10 mm Code N4",,240
9640-0415,Containers,"Draining rack, wallmount | practical, hygienic, attractive shape","PP, PVC","Extension rods for draining rack length 150 mm, dia. 12 mm Code N4",,240
9635-0041,Samplers,"Draining rack, benchtop                                                     Test-tube racks",PP,"25                            24, 3x8 slots    246 x 104 x 64 Code N3",,241
9640-0421,Samplers,"Draining rack, benchtop                                                     Test-tube racks",PP,"Rods for draining rack length 60 mm, dia. 6 mm Code N4",,241
9640-0410,Samplers,"Draining rack, benchtop                                                     Test-tube racks",PP,"Rods for draining rack length 100 mm, dia. 10 mm Code N4",,241
9640-0415,Samplers,"Draining rack, benchtop                                                     Test-tube racks",PP,"Extension rods for draining rack length 150 mm, dia. 12 mm Code N4",,241
9805-0030,Samplers,SnowPack ® dry ice machine | -79 °C cryogenic cooling on-tap,,SnowPack® 50     50 x 30              50         1                 approx. 90 Code N4,,242
9805-0200,Samplers,SnowPack ® dry ice machine | -79 °C cryogenic cooling on-tap,,SnowPack® 250    80 x 60              250        1                 approx. 16 Code N4,,242
0006-9506,Samplers,PVC pressure tubing                                                                       PVC industrial tubing,PVC,Hose cutter Code N3,,243
0006-9506,Samplers,PTFE tubing                                                                               PE tubing,"PE, PTFE",Hose cutter Code N3,Acids/alkalis,244
0006-9506,Samplers,Silicone tubing                                                                    Hose cutter,,Code N3,Solvents,245
8706-0004,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 3-5               10 Code N4,,247
8705-0004,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 3-5               10 Code N4,,247
8706-0006,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 5-7               10 Code N4,,247
8705-0006,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 5-7               10 Code N4,,247
8706-0007,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 6-8               10 Code N4,,247
8705-0008,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 7-9               10 Code N4,,247
8706-0008,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 7-9               10 Code N4,,247
8705-0010,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 9-11              10 Code N4,,247
8706-0010,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 9-11              10 Code N4,,247
8705-0012,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 11-13             10 Code N4,,247
8706-0012,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 11-13             10 Code N4,,247
8705-0014,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 13-15             10 Code N4,,247
8706-0014,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PP                 13-15             10 Code N4,,247
8711-0004,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               3-5               10 Code N4,,247
8712-0004,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               3-5               10 Code N4,,247
8711-0006,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               5-7               10 Code N4,,247
8712-0006,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               5-7               10 Code N4,,247
8711-0008,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               7-9               10 Code N4,,247
8712-0008,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               7-9               10 Code N4,,247
8711-0010,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               9-11              10 Code N4,,247
8712-0010,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               9-11              10 Code N4,,247
8711-0012,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               11-13             10 Code N4,,247
8712-0012,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               11-13             10 Code N4,,247
8711-0014,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               13-15             10 Code N4,,247
8712-0014,Samplers,Y-connectors                                                            T-connectors,"PP, PVDF",PVDF               13-15             10 Code N4,,247
8707-0004,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                  3-5              10 Code N4,,248
8708-0004,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                3-5                10 Code N4,,248
8707-0006,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                  5-7              10 Code N4,,248
8708-0006,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                5-7                10 Code N4,,248
8707-0008,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                  7-9              10 Code N4,,248
8708-0008,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                7-9                10 Code N4,,248
8707-0010,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                  9-11             10 Code N4,,248
8708-0010,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                9-11               10 Code N4,,248
8707-0012,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                  11-13            10 Code N4,,248
8708-0012,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                11-13              10 Code N4,,248
8707-0014,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                  13-15            10 Code N4,,248
8708-0014,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PP                13-15              10 Code N4,,248
8713-0004,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF                3-5              10 Code N4,,248
8717-0004,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF              3-5                10 Code N4,,248
8713-0006,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF                5-7              10 Code N4,,248
8717-0006,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF              5-7                10 Code N4,,248
8713-0008,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF                7-9              10 Code N4,,248
8717-0008,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF              7-9                10 Code N4,,248
8713-0010,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF                9-11             10 Code N4,,248
8717-0010,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF              9-11               10 Code N4,,248
8713-0012,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF                11-13            10 Code N4,,248
8717-0012,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF              11-13              10 Code N4,,248
8713-0014,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF                13-15            10 Code N4,,248
8717-0014,Samplers,Angled connectors                                                       Four-way-connectors,"PP, PVDF",PVDF              13-15              10 Code N4,,248
8701-0004,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PP                   3-5                  10 Code N4,,249
8700-0417,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PP                  4-17                10 Code N4,,249
8701-0006,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PP                   5-7                  10 Code N4,,249
8710-0417,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PVDF                4-17                10 Code N4,,249
8701-0008,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PP                   7-9                  10 Code N4,,249
8701-0010,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PP                   9-11                 10 Code N4,,249
8701-0012,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PP                   11-13                10 Code N4,,249
8701-0014,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PP                   13-15                10 Code N4,,249
8710-0004,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PVDF                 3-5                  10 Code N4,,249
8710-0006,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PVDF                 5-7                  10 Code N4,,249
8710-0008,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PVDF                 7-9                  10 Code N4,,249
8710-0010,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PVDF                 9-11                 10 Code N4,,249
8710-0012,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PVDF                 11-13                10 Code N4,,249
8710-0014,Samplers,"Hose tubing connectors, straight, cylindrical                                Universal hose tubing connectors","PP, PVDF",PVDF                 13-15                10 Code N4,,249
8700-0406,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",3-5                 10 Code N3,,250
8703-0408,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",4-8/8-12         10 Code N3,,250
8704-0406,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",3-5              10 Code N3,,250
8700-0608,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",5-7                 10 Code N3,,250
8703-0412,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",4-8/12-16        10 Code N3,,250
8704-0608,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",5-7              10 Code N3,,250
8700-0810,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",7-10                10 Code N3,,250
8703-0812,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",8-12/12-16       10 Code N3,,250
8704-0810,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",7-10             10 Code N3,,250
8700-1012,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",9-12                10 Code N3,,250
8704-1012,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",9-12             10 Code N3,,250
8700-1214,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",11-14               10 Code N3,,250
8704-1214,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",11-14            10 Code N3,,250
8700-1416,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",13-15               10 Code N3,,250
8704-1416,Samplers,Hose tubing connectors                                   Reducing hose connectors                          Hose couplings,"PE, PP",13-16            10 Code N3,,250
8715-1000,Samplers,Non-return valves                                        Magic Box,"PP, PTFE, stainless steel",Code N4,,251
8720-1002,Samplers,Flow indicators LiquiMobil SAN                                         Flow indicators CheMobil PMP,,red Code N4,Solvents,253
8720-2002,Samplers,Flow indicators LiquiMobil SAN                                         Flow indicators CheMobil PMP,,red Code N4,Solvents,253
8720-1003,Samplers,Flow indicators LiquiMobil SAN                                         Flow indicators CheMobil PMP,,black Code N4,Solvents,253
8720-2003,Samplers,Flow indicators LiquiMobil SAN                                         Flow indicators CheMobil PMP,,black Code N4,Solvents,253
8720-1005,Samplers,Flow indicators LiquiMobil SAN                                         Flow indicators CheMobil PMP,,blue Code N4,Solvents,253
8720-2005,Samplers,Flow indicators LiquiMobil SAN                                         Flow indicators CheMobil PMP,,blue Code N4,Solvents,253
8619-0102,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 10                                 red Code N4,,255
8619-0510,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",up to 10 Code N4,,255
8619-0104,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 10                                 yellow Code N4,,255
8619-0515,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",up to 15 Code N4,,255
8619-0105,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 10                                 blue Code N4,,255
8619-0520,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",up to 20 Code N4,,255
8619-0106,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 10                                 green Code N4,,255
8619-0530,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",up to 30 Code N4,,255
8619-0152,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 15                                 red Code N4,,255
8619-0154,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 15                                 yellow Code N4,,255
8619-0155,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 15                                 blue Code N4,,255
8619-0156,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 15                                 green Code N4,,255
8619-0202,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 20                                 red Code N4,,255
8619-0204,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 20                                 yellow Code N4,,255
8619-0205,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 20                                 blue Code N4,,255
8619-0206,Samplers,Tubing clamp stop-it with Easy-Click closure                                             Tubing clamp stop-it metal,"PVDF, aluminium",to 20                                 green Code N4,,255
8618-0001,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,1-5             25 Code N3,,256
8678-0006,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,6 - 6.5          10 Code N3,,256
8677-0812,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,8-12             10 Code N3,,256
8618-0002,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,3-10            40 Code N3,,256
8678-0010,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,9 - 10           10 Code N3,,256
8677-1016,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,10-16            10 Code N3,,256
8618-0003,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,6-15            55 Code N3,,256
8678-0011,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,10 -11           10 Code N3,,256
8677-1220,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,12-20            10 Code N3,,256
8678-0012,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,11 - 12          10 Code N3,,256
8677-1625,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,16-27            10 Code N3,,256
8678-0014,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,12 - 14          10 Code N3,,256
8677-2032,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,20-32            10 Code N3,,256
8678-0015,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,13 - 15          10 Code N3,,256
8677-2540,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,25-40            10 Code N3,,256
8678-0017,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,15 - 17          10 Code N3,,256
8678-0019,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,17 - 19          10 Code N3,,256
8678-0020,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,18 - 20          10 Code N3,,256
8678-0022,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,20 - 22          10 Code N3,,256
8678-0025,Samplers,Hose clamp Squeeze-Fix                         Hose clips POM                                      Worm-threaded hose clips,stainless steel,23 - 25          10 Code N3,,256
8605-0060,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PP/PE              5-7                4 Code N4,,257
8606-0060,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PP/PE              5-7              4 Code N4,,257
8605-0080,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PP/PE              7-9                6 Code N4,,257
8606-0080,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PP/PE              7-9              6 Code N4,,257
8605-0100,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PP/PE              9-11               8 Code N4,,257
8606-0100,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PP/PE              9-11             8 Code N4,,257
8605-0120,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PP/PE              11-13              8 Code N4,,257
8606-0120,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PP/PE              11-13            8 Code N4,,257
8607-0060,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PVDF               5-7                4 Code N4,,257
8608-0060,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PVDF               5-7              4 Code N4,,257
8607-0080,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PVDF               7-9                6 Code N4,,257
8608-0080,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PVDF               7-9              6 Code N4,,257
8607-0100,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PVDF               9-11               8 Code N4,,257
8608-0100,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PVDF               9-11             8 Code N4,,257
8607-0120,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PVDF               11-13              8 Code N4,,257
8608-0120,Samplers,Two-way valves                                                            Three-way valves,"PE, PP, PVDF",PVDF               11-13            8 Code N4,,257
8614-0007,Samplers,"Valves made of PTFE, two-way and three-way                             Hose tubing stop-cock","PP, PTFE",mm                                                9-11               7                  85 Code N4,Acids/alkalis,258
8610-0001,Samplers,"Valves made of PTFE, two-way and three-way                             Hose tubing stop-cock","PP, PTFE",three-way valve      4.5      2 Code N4,Acids/alkalis,258
8614-0009,Samplers,"Valves made of PTFE, two-way and three-way                             Hose tubing stop-cock","PP, PTFE",12-15              9                  97 Code N4,Acids/alkalis,258
8610-0003,Samplers,"Valves made of PTFE, two-way and three-way                             Hose tubing stop-cock","PP, PTFE",three-way valve      6.8      3 Code N4,Acids/alkalis,258
8610-0006,Samplers,"Valves made of PTFE, two-way and three-way                             Hose tubing stop-cock","PP, PTFE",three-way valve      10       4 Code N4,Acids/alkalis,258
8610-0010,Samplers,"Valves made of PTFE, two-way and three-way                             Hose tubing stop-cock","PP, PTFE",two-way valve        4.5      2 Code N4,Acids/alkalis,258
8610-0012,Samplers,"Valves made of PTFE, two-way and three-way                             Hose tubing stop-cock","PP, PTFE",two-way valve        6.8      3 Code N4,Acids/alkalis,258
8610-0015,Samplers,"Valves made of PTFE, two-way and three-way                             Hose tubing stop-cock","PP, PTFE",two-way valve        10       4 Code N4,Acids/alkalis,258
8714-0060,Samplers,Non-return valves with conical inlet/outlet                                            Non-return valves PP,"EPDM, PP, PTFE, stainless steel",1 6-8                                 embossed Code N4,,259
8540-0012,Samplers,Non-return valves with conical inlet/outlet                                            Non-return valves PP,"EPDM, PP, PTFE, stainless steel",1/2’’ Code N3,,259
8714-0080,Samplers,Non-return valves with conical inlet/outlet                                            Non-return valves PP,"EPDM, PP, PTFE, stainless steel",1 8-10                                embossed Code N4,,259
8714-0100,Samplers,Non-return valves with conical inlet/outlet                                            Non-return valves PP,"EPDM, PP, PTFE, stainless steel",1 10-14                               embossed Code N4,,259
